Address,Category 0,Category 1,Category 2,Category 3,City,Distance,Name,Out of Business,Price,Rating,Review Count,State
2705 Larimer St,American (New),Desserts,Cocktail Bars,,Denver,2956.3833842926088,Meadowlark Kitchen,False,$$,4.5,336,CO
1309 26th St,Bars,Kombucha,Cideries,,Denver,2909.300841428269,First Draft Taproom & Kitchen,False,$$,4.5,390,CO
1294 S Broadway,Mexican,Bars,Breakfast & Brunch,,Denver,4910.471015532131,Adelitas Cocina y Cantina,False,$$,4.0,633,CO
1400 Stout St,Bars,Sushi Bars,American (Traditional),,Denver,2306.074711548896,Stout Street Social,False,$$,4.0,860,CO
1530 16th St,Bars,Mexican,Breakfast & Brunch,,Denver,3069.8895055158873,Illegal Pete's LoDo,False,$,4.0,685,CO
38 S Broadway,American (New),Cocktail Bars,,,Denver,2620.23287180037,Beatrice & Woodsley,False,$$$,4.0,883,CO
3400 Navajo St,Bars,American (Traditional),,,Denver,4334.015562346664,Highland Tavern,False,$$,4.0,519,CO
3628 W 32nd Ave,Mexican,Bars,Breakfast & Brunch,,Denver,6310.463641916951,El Camino Community Tavern,False,$$,4.0,560,CO
2463 Larimer St,Mexican,Bars,,,Denver,2817.986497243381,Los Chingones Denver,False,$$,4.0,683,CO
535 16th St,American (New),Bars,Burgers,,Denver,2028.7347412184108,Appaloosa Grill,False,$$,4.0,760,CO
1530 Blake St,Mexican,Bars,,,Denver,2971.4905064218256,D'Corazon,False,$$,4.0,522,CO
1475 E 17th Ave,Mexican,Bars,Tex-Mex,,Denver,883.9208966025363,Dos Santos,False,$$,4.0,411,CO
619 E 13th Ave,Cocktail Bars,Wine Bars,Coffee & Tea,,Denver,800.8200987535582,Hudson Hill,False,$$,4.5,186,CO
1550 17th St,Cocktail Bars,American (New),Venues & Event Spaces,,Denver,3046.2489531314545,Avelina,False,$$$,4.5,301,CO
3316 Tejon St,American (New),Wine Bars,Steakhouses,,Denver,4662.478238010425,Old Major,False,$$$,4.0,646,CO
2376 15th St,Bars,Burgers,American (Traditional),,Denver,4056.739948350276,My Brother's Bar,False,$,4.0,696,CO
609 Corona St,American (New),Wine Bars,,,Denver,1132.5568514465483,Table 6,False,$$,4.0,443,CO
2836 Bledsoe St,Bars,Burgers,,,Fort Worth,504.5469411508722,Rodeo Goat,False,$$,4.0,1427,TX
2948 Crockett St,American (New),American (Traditional),Bars,,Fort Worth,663.1317768774268,Mash'D - Fort Worth,False,$$,4.0,736,TX
800 Main St,Seafood,Steakhouses,Wine Bars,,Fort Worth,2147.1608905140347,The Capital Grille,False,$$$,4.5,364,TX
401 W Magnolia Ave,American (New),Breakfast & Brunch,Lounges,,Fort Worth,3011.7020488532717,Fixture,False,$$,4.0,709,TX
1621 River Run,American (New),Bars,,,Fort Worth,2461.3683234921327,HG Sply,False,$$,4.0,342,TX
1001 Bryan Ave,Beer Bar,American (New),Gastropubs,,Fort Worth,3073.9130658993035,Pouring Glory,False,$$,4.5,219,TX
812 Main St,Steakhouses,Seafood,Cocktail Bars,,Fort Worth,2154.7382760636847,Del Frisco's Double Eagle Steakhouse,False,$$$$,4.0,357,TX
3100 W 7th St,Seafood,Steakhouses,Lounges,,Fort Worth,922.3813177366045,Eddie V's Prime Seafood,False,$$$,4.0,288,TX
801 W Magnolia Ave,Coffee & Tea,Beer Bar,Burgers,,Fort Worth,2782.7284708151847,Brewed,False,$$,3.5,755,TX
111 E 3rd St,Pubs,American (Traditional),Music Venues,,Fort Worth,2126.372233634637,Flying Saucer Draught Emporium,False,$$,4.0,542,TX
155 E 4th St,Cafes,American (New),Bars,,Fort Worth,2141.995370652376,Bird Cafe,False,$$,3.5,615,TX
1408 W Magnolia Ave,Lounges,,,,Fort Worth,2302.0312110237983,The Usual,False,$$,4.0,249,TX
900 Houston St,Lounges,,,,Fort Worth,2085.6093070101906,Thompson's,False,$$,4.0,185,TX
1734 E El Paso St,Distilleries,Bars,,,Fort Worth,4232.606970559017,Trinity River Distillery,False,$$,5.0,127,TX
1309 Calhoun St,Cocktail Bars,Coffee & Tea,Distilleries,,Fort Worth,2509.671619744938,Acre Distilling,False,$$,4.5,112,TX
2708 W Fwy,Seafood,Cajun/Creole,Bars,,Fort Worth,1668.898907598369,Pappadeaux Seafood Kitchen,False,$$$,4.0,302,TX
1600 S University Dr,Sushi Bars,Seafood,Bars,,Fort Worth,2471.1780760079796,Pacific Table,False,$$,4.0,316,TX
2913 Montgomery St,Cajun/Creole,Seafood,Cocktail Bars,,Fort Worth,2561.4699235077037,Flying Fish,False,$$,4.0,295,TX
6115 Camp Bowie Blvd,Seafood,Cajun/Creole,Cocktail Bars,,Fort Worth,6311.199900921899,The Blu Crab Seafood House & Bar,False,$$,4.0,430,TX
301 Main St,Seafood,Wine Bars,Sandwiches,,Fort Worth,2066.0151769976937,Waters Texas,False,$$$,4.5,97,TX
5532 Jacksboro Hwy,Mexican,Bars,Tex-Mex,,Fort Worth,7407.546184652174,Mezcales Mexican Bar & Grill,False,$$,4.5,161,TX
2869 Crockett St,Pizza,American (New),Wine Bars,,Fort Worth,496.1224626177466,Cork & Pig Tavern,False,$$,4.0,223,TX
2813 Race St,Cajun/Creole,Beer Bar,Seafood,,Fort Worth,5165.676767642124,Tributary Café,False,$$,4.5,140,TX
909 W Magnolia Ave,Latin American,Mexican,Bars,,Fort Worth,2701.9450330615805,Yucatan Taco Stand,False,$$,3.5,531,TX
3050 S Hulen St,Mexican,Cocktail Bars,,,Fort Worth,5832.740578760765,Meso Maya Comida Y Copas,False,$$,4.0,159,TX
221 W Lancaster Ave,Sandwiches,Pubs,,,Fort Worth,2362.175722592077,T&P Tavern,False,$$,4.0,138,TX
426 Commerce St,Lounges,,,,Fort Worth,2155.4076827557697,Silver Leaf Cigar Lounge,False,$$,4.5,99,TX
300 Throckmorton St,Mexican,Cocktail Bars,,,Fort Worth,1856.1791620958663,Wild Salsa,False,$$,4.0,206,TX
3015 S University Dr,American (Traditional),Pizza,Sports Bars,,Fort Worth,4702.385550784314,Buffalo Bros,False,$$,4.0,158,TX
3455 Blue Bonnet Cir,Pizza,Bars,Sandwiches,,Fort Worth,5509.388349210019,Mellow Mushroom,False,$$,3.5,265,TX
5800 Lovell Ave,Italian,Wine Bars,,,Fort Worth,5791.407218356499,Aventino's Italian Restaurant,False,$$,4.0,133,TX
318 Main St,Cajun/Creole,Seafood,Cocktail Bars,,Fort Worth,2057.814971863453,Razzoo's Cajun Cafe,False,$$,3.5,298,TX
1101 W Magnolia Ave,Wine Bars,,,,Fort Worth,2528.2231329868187,Kent & Co Wines,False,$$,4.0,108,TX
2401 W 7th St,Tex-Mex,Bars,Mexican,,Fort Worth,234.1593400418227,Chuy's,False,$$,3.5,253,TX
515 Main St,Burgers,Cocktail Bars,Beer Bar,,Fort Worth,2127.0695184638025,Jakes Burgers and Beer,False,$$,3.5,279,TX
7860 Chapin Rd,Cafes,Hookah Bars,,,Fort Worth,9974.895068934995,Qana Cafe and Hookah,False,$,4.5,64,TX
840 Currie St,American (New),Breakfast & Brunch,Wine Bars,,Fort Worth,580.7213994450159,The Social House,False,$$,3.5,246,TX
3005 Morton St,American (Traditional),Music Venues,Lounges,,Fort Worth,741.0884256287584,Magnolia Motor Lounge,False,$$,4.0,111,TX
612 Carroll St,Bars,New Mexican Cuisine,Desserts,,Fort Worth,449.3913167728752,Blue Mesa Grill,False,$$,3.5,285,TX
1001 W Magnolia Ave,Italian,Pizza,Beer Bar,,Fort Worth,2633.5501852039815,Fort Brewery and Pizza,False,$$,3.5,181,TX
5253 Marathon Ave,Bars,American (Traditional),,,Fort Worth,6318.788472655465,Doc B's Restaurant + Bar,False,$$,4.5,83,TX
4101 Camp Bowie Blvd,American (New),Pizza,Wine Bars,,Fort Worth,2511.0591608264963,Winslow's Wine Cafe,False,$$,4.0,151,TX
2800 Bledsoe,Pizza,Pubs,,,Fort Worth,424.5248929854967,Fort Worth Pizzeria,False,$$,4.0,100,TX
6115 Camp Bowie Blvd,Pubs,Sports Bars,,,Fort Worth,6310.73507544617,Lone Star Taps & Caps,False,$$,4.5,47,TX
112 W Exchange,Wine Bars,Wineries,,,Fort Worth,4459.822495687386,Cowtown Winery,False,$$,4.0,74,TX
2736 W 6th St,Music Venues,Dive Bars,,,Fort Worth,507.444813747586,Lola's Saloon,False,$,4.0,65,TX
3252 W 7th St,American (Traditional),Pubs,,,Fort Worth,1131.9738188988183,World of Beer,False,$$,4.0,105,TX
3200 Darnell St,American (Traditional),Cafes,Wine Bars,,Fort Worth,974.1025912301079,Cafe Modern,False,$$,3.5,112,TX
409 W Magnolia Ave,Cocktail Bars,,,,Fort Worth,2992.726409384947,Proper,False,$$,4.0,98,TX
1712 S University Dr,Steakhouses,American (Traditional),Bars,,Fort Worth,2763.698365353494,Hoffbrau Steak & Grill House,False,$$,3.5,180,TX
156 Saint Paul St,Pizza,Italian,Cocktail Bars,,Burlington,201.42242003807752,Pizzeria Verità,False,$$,4.5,344,VT
115 Church St,French,Cocktail Bars,,,Burlington,176.0384284328225,Leunig's Bistro,False,$$,4.0,538,VT
152 Saint Paul St,Italian,Wine Bars,,,Burlington,178.1061520148834,Trattoria Delia,False,$$$,4.0,247,VT
317 Riverside Ave,Barbeque,Chicken Wings,Sports Bars,,Burlington,1848.5449169704043,Bluebird Barbecue,False,$$,4.0,337,VT
46 Main St,American (Traditional),Bars,Breakfast & Brunch,,Winooski,2586.2665791166805,Misery Loves Company,False,$$,4.5,284,VT
258 N Winooski Ave,Pubs,American (New),,,Burlington,1247.0675949939086,Butch + Babe's,False,$$,4.5,150,VT
310 Pine St,Sandwiches,Bars,,,Burlington,620.8267047151667,Four Corners of the Earth,False,$$,4.0,144,VT
101 Main St,Comedy Clubs,Performing Arts,Bars,,Burlington,306.3680414580433,Vermont Comedy Club,False,$$,5.0,39,VT
111 Saint Paul St,Cocktail Bars,Breakfast & Brunch,Bakeries,,Burlington,235.07017239433256,Monarch & the Milkweed,False,$$,4.0,165,VT
144 College St,Breweries,Pubs,American (Traditional),,Burlington,260.6055212308187,Vermont Pub & Brewery,False,$$,3.5,469,VT
189 Bank St,Mexican,Lounges,,,Burlington,242.70698685545457,El Cortijo Taqueria Y Cantina,False,$$,3.5,266,VT
120 Church St,American (Traditional),Gluten-Free,Beer Bar,,Burlington,130.12641515583277,Sweetwaters American Bistro,False,$$,3.5,294,VT
400 Pine St,Bars,American (New),Venues & Event Spaces,,Burlington,893.5966417152522,ArtsRiot,False,$$,4.5,70,VT
One Lawson Ln,Wine Bars,Steakhouses,,,Burlington,264.07827454184786,Blue Cat Cafe & Wine Bar,False,$$$,3.5,134,VT
38 Main St,Bars,American (Traditional),,,Winooski,2558.272860628058,Mule Bar,False,$$,4.5,99,VT
137 St Paul St,Cocktail Bars,Distilleries,"Beer, Wine & Spirits",,Burlington,222.09580031910343,Mad River Distillers,False,$$,4.5,27,VT
20 Winooski Falls Way,Bars,American (New),,,Winooski,2592.5018393017954,Waterworks Food + Drink,False,$$$,3.5,205,VT
123 Church St,Pubs,Irish,,,Burlington,140.7706376855269,The Whiskey Room,False,$$,4.0,75,VT
191 College St,Arcades,Beer Bar,Cocktail Bars,,Burlington,101.97529448151157,The Archives,False,$$,4.0,41,VT
15 Center St,American (New),Bars,,,Burlington,209.11896615924195,The Daily Planet,False,$$,3.5,156,VT
123 Church St,Pubs,Irish,,,Burlington,140.7706376855269,Rí Rá,False,$$,3.0,205,VT
136 1/2 Church St,Lounges,Music Venues,,,Burlington,92.16911388909134,Half Lounge,False,$$,4.0,53,VT
167 Main St,Pizza,Pubs,Beer Bar,,Burlington,94.44575234899858,Manhattan Pizza & Pub,False,$,3.5,72,VT
208 N Winooski Ave,Tacos,Bars,,,Burlington,1123.7362709989598,Taco Gordo,False,$,4.5,20,VT
30 Main St,American (Traditional),Cocktail Bars,Sandwiches,,Burlington,547.1819194491576,The Garage,False,$,4.0,23,VT
71 Church St,Pizza,Pubs,,,Burlington,296.41458776195327,Ken's Pizza and Pub,False,$$,3.0,154,VT
159 Main St,American (New),Sports Bars,,,Burlington,109.11716205469875,Ruben James,False,$$,3.0,78,VT
388 Pine St,"Beer, Wine & Spirits",Cheese Shops,Wine Bars,,Burlington,842.8633020093399,"Dedalus Wine Shop, Market and Wine Bar",False,$$,4.5,17,VT
135 St Paul St,Bars,,,,Burlington,227.27921859304973,Drink,False,$$,3.0,64,VT
103 Church St,Bars,,,,Burlington,202.7242021100927,Church Street Tavern,False,$$,3.0,104,VT
1834 Shelburne Rd,American (New),Bars,Cafes,,South Burlington,6046.62789545166,Pauline's Cafe & Restaurant,False,$$,3.5,116,VT
136 Church St,Bars,Dance Clubs,,,Burlington,99.08067492692254,Red Square,False,$$,3.0,92,VT
4 N Winooski Ave,Dive Bars,,,,Burlington,530.2442854385897,The Other Place,False,$,3.5,27,VT
555 Shelburne Road,Chicken Wings,Sports Bars,American (Traditional),,Burlington,3086.0063133444296,Buffalo Wild Wings,False,$$,2.5,69,VT
150 St Paul St,Wine Bars,,,,Burlington,176.78037530712834,Sotto Enoteca,False,$$,4.0,16,VT
23 North St,Dive Bars,,,,Burlington,1215.5802853065857,Olde Northender Pub,False,$,4.5,9,VT
22 Merchants Row,Pizza,Pubs,,,Williston,8572.93474314184,Vermont Tap House,False,$$,3.5,198,VT
12 N Winooski Ave,Bars,Lighting Fixtures & Equipment,,,Burlington,599.0424548274019,Light Club Lamp Shop,False,$$,3.5,15,VT
19 E Allen St,Pubs,American (New),,,Winooski,2688.839853702593,McKee's Pub & Grill,False,$$,3.5,42,VT
135 Main St,Hookah Bars,Head Shops,Vape Shops,,Burlington,160.5305611395591,Bern Gallery,False,$$,4.5,9,VT
5247 Shelburne Rd,American (Traditional),Bars,,,Shelburne,10620.816688561716,The Bearded Frog,False,$$,4.0,74,VT
1355 Williston Rd,American (New),Sports Bars,Seafood,,South Burlington,3421.504639496958,The Rotisserie,False,$$,3.0,63,VT
1127 N Ave,Pubs,American (New),,,Burlington,4440.323406378298,Smitty's Pub,False,$$,3.5,16,VT
30 Main St,Bars,Music Venues,,,Winooski,2549.6650063031657,Monkey House,False,$$,4.0,18,VT
149 Elmwood Ave,Pubs,,,,Burlington,976.4516966247248,T Rugg's Tavern,False,$,4.0,8,VT
205 College St,Irish Pub,,,,Burlington,120.80821054144675,Finnigan's Pub,False,$,3.5,13,VT
139 Main St,Restaurants,Bars,,,Burlington,151.29992571965383,JP's Pub,False,$,3.0,30,VT
1117 Williston Rd,American (Traditional),Lounges,Breakfast & Brunch,,South Burlington,2673.0851896235913,Trader Duke's Restaurant & Lounge,False,$$,2.5,58,VT
155 Dorset St,American (Traditional),Sports Bars,Burgers,,Burlington,2543.718272995085,Applebee's Grill + Bar,False,$$,3.0,29,VT
16067 N Arrowhead Fountains Ctr Dr,Steakhouses,Seafood,Wine Bars,,Peoria,3291.833187263214,Firebirds Wood Fired Grill,False,$$,4.0,475,AZ
24762 N Lake Pleasant Pkwy,Barbeque,Breakfast & Brunch,Bars,,Peoria,5992.464995143317,Haymaker,False,$$,4.0,637,AZ
15703 N 83rd Ave,Mexican,Cocktail Bars,Breakfast & Brunch,,Peoria,3710.2011994422414,Revolu Modern Taqueria Bar,False,$$,4.0,431,AZ
16041 N Arrowhead Fountains Center Dr,Sports Bars,American (New),Sushi Bars,,Peoria,3370.017601602816,Headquarters Grill Bar Sushi,False,$$,4.0,367,AZ
9712 W Northern Ave,Steakhouses,Wine Bars,,,Peoria,11697.687884283183,Fleming's Prime Steakhouse - Peoria,False,$$$,4.0,342,AZ
8350 W Paradise Ln,Breakfast & Brunch,Bars,Steakhouses,,Peoria,3042.6807183302103,The Social on 83rd,False,$$,4.5,97,AZ
8706 W Thunderbird Rd,Barbeque,American (Traditional),Bars,,Peoria,5239.437315205265,Dillons KC BBQ,False,$$,3.5,248,AZ
9980 W Happy Valley Rd,American (New),Burgers,Bars,,Peoria,6416.13519640646,Lakeside Bar & Grill,False,$$,3.5,295,AZ
9299 W Olive Ave,Venues & Event Spaces,Wine Bars,Wine Tasting Room,,Peoria,10179.316038789631,Winery 101,False,$$,4.5,48,AZ
16554 N 83rd Ave,Sports Bars,,,,Peoria,3029.6934758390385,The Moon,False,$$,4.0,127,AZ
9868 W Northern Ave,Whiskey Bars,American (Traditional),Tacos,,Peoria,11738.228543890058,Cabin Whiskey & Grill,False,$$,3.5,343,AZ
8307 W Washington St,Distilleries,Cocktail Bars,,,Peoria,8671.624720166497,Lucidi Distilling,False,$$,4.0,89,AZ
5940 W Union Hills Dr,Pizza,Sports Bars,Burgers,,Glendale,6294.0032070254565,Heroes Pub and Grub,False,$$,4.5,220,AZ
9635 W Peoria Ave,Sports Bars,,,,Peoria,8593.939544534885,Deli Sports Bar,False,$$,4.0,59,AZ
7640 W Bell Rd,American (Traditional),Sandwiches,Beer Bar,,Glendale,3577.7084135489663,Rock Bottom Restaurant & Brewery,False,$$,3.5,311,AZ
7458 W Bell Rd,Mexican,Bars,Latin American,,Glendale,3859.4889871785413,Ajo Al's Mexican Cafe,False,$$,3.5,185,AZ
17045 N 59th Ave,Irish,Irish Pub,,,Glendale,6685.467652776955,Tim Finnegan's Irish Restaurant And Pub,False,$$,4.5,123,AZ
10146 W Lake Pleasant Pkwy,Pizza,Sports Bars,Desserts,,Peoria,3101.342574987634,Tailgaters and Il Primo,False,$$,3.0,163,AZ
13823 W Bell Rd,American (New),Breweries,Pubs,,Surprise,9685.780887406843,State 48 Brewery,False,$$,3.5,623,AZ
16811 N Litchfield Rd,Irish,Irish Pub,,,Surprise,9810.074027362358,Irish Wolfhound,False,$$,4.0,388,AZ
6681 W Beardsley Rd,Pizza,Breweries,Sports Bars,,Glendale,5087.903066761886,Oggi's Sports Brewhouse Pizza,False,$$,3.5,251,AZ
28615 N El Mirage Rd,Sports Bars,American (Traditional),,,Peoria,11246.51160790316,Cross Eyed Cricket,False,$$,3.5,78,AZ
6718 W Deer Valley Rd,Bars,Burgers,Sandwiches,,Glendale,5615.356017823777,Cold Beers & Cheeseburgers,False,$$,3.0,380,AZ
4920 W Thunderbird Rd,Korean,Sushi Bars,Bars,,Glendale,9723.969587356787,"Ohya Sushi, Korean Kitchen & Bar",False,$$,3.5,489,AZ
7606 W Bell Rd,Steakhouses,Sports Bars,American (Traditional),,Glendale,3632.9931539595755,Black Angus Steakhouse,False,$$,3.5,145,AZ
18913 N 83rd Ave,Bars,Chicken Wings,,,Peoria,1716.2262495465052,Uncle Sam's,False,$$,2.5,202,AZ
20585 N 59th Ave,Barbeque,American (Traditional),Bars,,Glendale,6637.288742781657,Dillon's KC Barbeque,False,$$,3.5,207,AZ
10040 W Happy Valley Rd,American (Traditional),Bars,Tex-Mex,,Peoria,6481.543269041391,Chili's,False,$$,3.5,69,AZ
8427 W Peoria Ave,Dive Bars,Seafood,Mexican,,Peoria,8528.914806750276,El Alboroto Mariscos & Chavelas,False,$$,3.5,42,AZ
7717 W Bell Rd,Tex-Mex,Bars,,,Peoria,3527.817790414687,Chili's,False,$$,3.5,56,AZ
9828 W Northern Ave,American (Traditional),Burgers,Sports Bars,,Peoria,11573.645399036486,Cold Beers & Cheeseburgers,False,$$,3.5,42,AZ
12313 NW Grand Ave,Seafood,Cocktail Bars,Mexican,,El Mirage,7907.489332032683,The Pirate Cove,False,$$,4.0,73,AZ
5930 W Greenway Rd,American (Traditional),Pubs,Music Venues,,Glendale,7205.550179870131,Kimmyz on Greenway Rock & Roll Bar & Grill,False,$,4.0,64,AZ
19420 N 59th Ave,Sports Bars,American (Traditional),,,Glendale,6380.627169599381,Zipps Sports Grill,False,$$,2.5,367,AZ
16550 N 83rd Ave,Sports Bars,American (Traditional),Chicken Wings,,Peoria,3035.447351278176,Hooters,False,$$,2.5,90,AZ
8110 W Peoria Ave,Hookah Bars,,,,Peoria,8550.847553847092,Puffin Clouds Hookah Lounge,False,$,4.0,22,AZ
6750 W Olive Ave,Pubs,Dive Bars,American (New),,Peoria,10949.807235740662,Q Bar And Grill,False,$$,3.0,56,AZ
20783 N 83rd Ave,Sports Bars,American (Traditional),,,Peoria,2420.5940910817126,Fletcher's Sports Grill,False,$,3.5,30,AZ
12224 N 51st Ave,Sports Bars,American (Traditional),,,Glendale,10379.475921964322,Jimbo's Bar & Grill,False,$,4.0,131,AZ
17045 N 67th Ave,Pizza,Sports Bars,Chicken Wings,,Glendale,5453.647976656986,Il Primo Pizza & Wings,False,$$,3.5,75,AZ
6750 W Peoria Ave,Sports Bars,Karaoke,,,Peoria,9415.726534339232,Enoch's Sports Lounge,False,$,3.0,33,AZ
8001 W Bell Rd,Sports Bars,Burgers,American (Traditional),,Peoria,3114.7103867576916,Applebee's Grill + Bar,False,$$,3.0,39,AZ
6670 W Cactus Rd,Pool Halls,Hookah Bars,Lounges,,Glendale,8381.77557784802,Silver Q Hookah Lounge and Billiards,False,$$,4.5,20,AZ
6525 W Happy Valley Rd,Sports Bars,American (Traditional),,,Glendale,7926.402745668167,Times 3 Sports Grille,False,$$,3.5,97,AZ
5930 W Greenway Rd,Lounges,Cocktail Bars,,,Glendale,7189.083582104234,Tony's Cocktail Lounge,False,$,4.0,37,AZ
4338 W Bell Rd,Sports Bars,Burgers,Sandwiches,,Glendale,9576.157208961047,Padre Murphy's,False,$$,3.0,183,AZ
5912 W Bell Rd,Hookah Bars,Lounges,,,Glendale,6596.235244696055,Silver Q Lounge & Hookah,False,$$,4.0,33,AZ
8411 N 107th Ave,American (Traditional),Sports Bars,Venues & Event Spaces,,Peoria,11622.539361437013,Peoria Pines Golf & Restaurant,False,$$,3.5,20,AZ
9847 W Desert Cove Ave,Bars,,,,Peoria,8145.866783236305,American Legion-John J Morris Post 62,False,$,5.0,5,AZ
4330 W Union Hills,Pubs,,,,Glendale,9560.206726129398,The 007 Pub,False,$,4.0,45,AZ
7950 S US-1,Mexican,Latin American,Cocktail Bars,,Port St. Lucie,5668.254335674979,Casa Amigos Authentic Mexican Restaurant,False,$$,4.5,126,FL
464 SW Port Saint Lucie Blvd,Irish,Pubs,,,Port St Lucie,2056.33671785082,Shindig Irish Restaurant and Pub,False,$$,3.5,148,FL
464 Sw Port St Lucie Blvd,American (Traditional),Sports Bars,,,Port St. Lucie,2051.0927248043427,Tail-Gators Brews & Grill,False,$$,3.5,112,FL
1680 SW St Lucie W Blvd,American (Traditional),Wine Bars,Beer Bar,,Port St Lucie,4595.10969520412,West End Grill,False,$$,4.0,138,FL
1738 SW St Lucie W Blvd,Mediterranean,Wine Bars,Greek,,Port St Lucie,4806.328527497185,Spiro's Taverna,False,$$,4.0,106,FL
1608 NW Courtyard Cir,American (Traditional),Burgers,Sports Bars,,Port St. Lucie,5426.088263779781,Duffy's Sports Grill,False,$$,3.0,140,FL
1680 SW Lucie W Blvd,Wine Bars,Beer Bar,,,Port St Lucie,4555.009940493905,The Vine and Barley,False,$$,4.0,65,FL
1419 SE Village Green Dr,Breweries,Beer Bar,,,Port Saint Lucie,5708.838785639426,Side Door Brewing Company,False,$,4.5,33,FL
9501 Reserve Blvd,Italian,Lounges,Pizza,,Port Saint Lucie,6369.192378776787,Tutto Fresco,False,$$$,4.0,109,FL
10553 SW Meeting St,Beer Bar,Pizza,,,Port Saint Lucie,7437.878665941081,HopCat,False,$$,3.5,144,FL
291 SW Port St Lucie Blvd,Mexican,Bars,Seafood,,Port Saint Lucie,1730.5989856428762,Pueblo Viejo Bayshore,False,$$,3.0,66,FL
1788 SE Port St Lucie Blvd,Mexican,Bars,,,Port Saint Lucie,6709.798993257838,Pueblo Viejo Morningside,False,$$,4.0,36,FL
3611 NW Federal Hwy,Sports Bars,Seafood,American (Traditional),,Jensen Beach,9918.76452330307,Miller's Ale House - Jensen Beach,False,$$,3.5,105,FL
2220 SW Gatlin Blvd,Seafood,Sports Bars,American (Traditional),,Port St Lucie,6183.739163809023,Miller's Ale House - Port St Lucie,False,$$,3.5,75,FL
6630 S US Hwy 1,American (Traditional),Sports Bars,,,Port Saint Lucie,7037.731655205235,St. Lucie Draft House,False,$$,3.5,85,FL
6700 S US Hwy 1,Mexican,Bars,,,Port Saint Lucie,6800.959818724934,Zapata's Border Cafe,False,$$,3.0,73,FL
2050 NW Courtyard Cir,Bars,American (Traditional),Tex-Mex,,Port St Lucie,5289.606882477548,Chili's,False,$$,3.0,34,FL
8589 S US Hwy 1,Sports Bars,,,,Port Saint Lucie,5420.1322960453945,The Office Sports Pub,False,$,4.0,11,FL
900 SW Gatlin Blvd,Sports Bars,,,,Port Saint Lucie,3785.147496491183,City Limits Sports Bar & Grill,False,$,3.0,22,FL
10472 SW Village Ctr Dr,Pizza,Italian,Wine Bars,,Port St Lucie,7318.903290335351,Aunt Mary's Brickoven Pizzeria,False,$$,2.5,66,FL
3299 NW Federal Highway,Sports Bars,Chicken Wings,American (Traditional),,JENSEN BEACH,10344.199111528715,Buffalo Wild Wings,False,$$,2.5,69,FL
